epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,743.405,0.17028,0.34254,0.91978,0.94406,0.954,0.98819,0.98746,0.14812,0.24129,0.57446,0.00028475,0.00028475,0.00028475
80,752.672,0.17218,0.34258,0.9165,0.87796,0.95891,0.96248,0.96248,0.16024,0.29408,0.58622,0.000272375,0.000272375,0.000272375
81,761.822,0.16761,0.34089,0.92062,0.9773,0.95452,0.98873,0.98873,0.16683,0.19124,0.583,0.00026,0.00026,0.00026
82,771.004,0.15896,0.31084,0.91518,0.98259,0.98867,0.995,0.99311,0.13492,0.14321,0.55632,0.000247625,0.000247625,0.000247625
83,780.201,0.16233,0.33889,0.91496,0.99525,0.99844,0.995,0.99239,0.16448,0.13228,0.585,0.00023525,0.00023525,0.00023525
84,789.273,0.16965,0.34226,0.92046,0.96073,0.9578,0.99262,0.9917,0.14265,0.18368,0.55787,0.000222875,0.000222875,0.000222875
85,798.473,0.16665,0.32979,0.9158,0.97968,0.97395,0.99251,0.99251,0.15276,0.16874,0.56442,0.0002105,0.0002105,0.0002105
86,807.688,0.16584,0.32482,0.912,0.96988,0.97338,0.98794,0.98794,0.12859,0.17362,0.54694,0.000198125,0.000198125,0.000198125
87,816.759,0.16325,0.30585,0.91404,0.97716,0.99227,0.995,0.995,0.13494,0.14941,0.55379,0.00018575,0.00018575,0.00018575
88,825.883,0.16349,0.31412,0.91441,0.97522,0.97197,0.99415,0.9923,0.14256,0.17184,0.55674,0.000173375,0.000173375,0.000173375
89,834.955,0.16173,0.31189,0.91055,0.99086,0.97379,0.995,0.99334,0.13334,0.12642,0.54792,0.000161,0.000161,0.000161
90,844.167,0.15999,0.32261,0.91445,0.98916,0.98726,0.995,0.99417,0.13258,0.11809,0.5478,0.000148625,0.000148625,0.000148625
91,876.461,0.11081,0.17123,0.91592,0.98344,0.99146,0.995,0.992,0.13175,0.11527,0.54802,0.00013625,0.00013625,0.00013625
92,885.485,0.09991,0.12986,0.92305,0.89272,0.98829,0.98207,0.97912,0.13611,0.21395,0.55311,0.000123875,0.000123875,0.000123875
93,894.457,0.09648,0.12306,0.91266,0.97821,0.96697,0.98683,0.98623,0.13598,0.17375,0.55096,0.0001115,0.0001115,0.0001115
94,904.217,0.08936,0.12397,0.91477,0.98258,0.98685,0.9944,0.99144,0.1357,0.13367,0.55086,9.9125e-05,9.9125e-05,9.9125e-05
95,914.114,0.0901,0.11225,0.90981,0.98083,0.99094,0.995,0.99438,0.12071,0.12974,0.54143,8.675e-05,8.675e-05,8.675e-05
96,925.243,0.09305,0.10636,0.90102,0.99446,0.99736,0.995,0.99442,0.11814,0.11188,0.53883,7.4375e-05,7.4375e-05,7.4375e-05
97,935.315,0.08967,0.10545,0.89874,0.9862,0.99835,0.995,0.99448,0.11814,0.121,0.53542,6.2e-05,6.2e-05,6.2e-05
98,945.441,0.08467,0.12285,0.90499,0.98072,0.99042,0.99474,0.99474,0.12554,0.12068,0.53945,4.9625e-05,4.9625e-05,4.9625e-05
99,955.46,0.08716,0.09967,0.89409,0.97989,0.98833,0.99461,0.99461,0.11506,0.11722,0.53419,3.725e-05,3.725e-05,3.725e-05
100,965.534,0.08544,0.09421,0.90163,0.98311,0.98785,0.99461,0.99407,0.11731,0.11805,0.53758,2.4875e-05,2.4875e-05,2.4875e-05
